,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker
15507,2.0,3,17.0,0.0,128,4,592.35,0,1,0,0,0,0
15511,2.0,3,279.0,0.0,93,8,1277.3333333333333,0,1,0,0,1,0
15513,2.0,14,162.0,15.0,0,3,20.3,1,0,1,0,1,1
15515,4.0,7,111.0,0.0,29,3,652.4333333333333,0,1,0,0,1,0
15517,2.0,18,335.0,6.0,51,2,30.61666666666667,0,0,1,0,1,0
15523,2.0,18,76.0,0.0,130,6,6.3,1,0,1,0,1,0
15525,12.0,6,174.0,2.0,72,4,115.93333333333334,1,1,0,0,1,0
15527,2.0,3,356.0,34.0,319,9,76.1,1,1,0,0,1,0
15532,2.0,2,141.0,18.0,5,2,257.18333333333334,0,1,0,0,0,1
15533,1.0,3,278.0,9.0,21,1,7346.2,0,0,1,0,1,0
15534,4.0,11,242.0,0.0,130,5,10.283333333333333,1,1,0,0,1,0
15535,3.0,3,285.0,28.0,24,3,1034.9333333333334,0,1,0,0,1,1
15536,2.0,6,148.0,1.0,72,4,341.65,0,1,0,0,1,0
15539,3.0,2,202.0,0.0,70,8,256.6333333333334,0,1,0,0,0,1
15540,4.0,3,223.0,0.0,84,22,1051.8833333333334,0,1,0,0,1,0
15542,5.0,15,323.0,0.0,50,9,11.8,0,1,0,0,1,0
15544,1.0,2,347.0,0.0,50,6,18.53333333333333,0,0,1,0,0,0
15545,2.0,2,0.0,2.0,32,2,461.9333333333333,0,1,0,0,0,0
15546,2.0,4,208.0,0.0,106,8,1241.2,0,0,1,0,0,1
15547,5.0,6,349.0,0.0,122,2,9293.45,0,1,0,0,1,0
15548,5.0,4,52.0,0.0,315,4,1422.916666666667,0,1,0,0,1,1
15549,2.0,6,180.0,30.0,2,4,82.1,1,0,1,0,0,1
15550,4.0,2,0.0,12.0,168,3,538.7,0,1,0,0,0,0
15551,4.0,13,556.0,0.0,0,4,43.7,1,1,0,0,0,1
15553,4.0,5,325.0,1.0,75,19,268.1333333333334,1,1,0,0,1,1
15554,2.0,5,167.0,2.0,104,2,8.766666666666667,0,0,1,0,1,1
15555,2.0,4,199.0,33.0,205,12,27.516666666666666,0,1,0,0,1,1
15556,4.0,13,433.0,11.0,13,10,5.066666666666666,1,1,0,0,0,0
15559,1.0,4,144.0,8.0,22,2,10.15,0,1,0,0,0,1
15560,2.0,4,105.0,13.0,9,5,947.1333333333333,1,0,1,0,1,0
15561,3.0,2,131.0,0.0,154,3,213.33333333333331,0,1,0,0,1,0
15563,6.0,3,486.0,0.0,278,6,893.3833333333333,0,1,0,0,1,0
15564,2.0,2,206.0,0.0,26,8,69.1,0,1,0,0,1,1
15565,1.0,8,281.0,4.0,71,182,706.2833333333333,1,0,1,0,1,0
15567,2.0,48,251.0,0.0,62,11,128.11666666666667,1,1,0,0,0,0
15570,5.0,4,292.0,0.0,59,3,678.05,0,1,0,0,0,1
15572,2.0,9,618.0,11.0,34,5,3.45,1,1,0,0,1,0
15574,2.0,4,222.0,0.0,64,10,3.316666666666667,0,0,1,0,1,1
15576,1.0,3,493.0,6.0,3,5,493.16666666666674,1,0,0,1,1,0
15577,6.0,8,230.0,0.0,51,2,1.0166666666666668,0,1,0,0,1,0
15579,2.0,3,328.0,19.0,25,9,7.166666666666668,0,1,0,0,0,0
15580,2.0,4,316.0,4.0,24,3,147.98333333333332,0,1,0,0,1,0
15583,5.0,3,154.0,0.0,286,10,595.5166666666668,0,1,0,0,1,0
15584,4.0,9,377.0,0.0,120,34,46.41666666666666,1,1,0,0,0,0
15586,6.0,2,128.0,0.0,11,2,190.6,0,1,0,0,1,0
15587,2.0,3,478.0,47.0,27,10,211.0,1,1,0,0,1,0
15592,1.0,7,159.0,3.0,26,15,1.1,1,1,0,0,1,0
15595,2.0,8,41.0,0.0,100,7,7.366666666666666,0,1,0,0,1,0
15596,4.0,2,392.0,17.0,195,8,291.03333333333336,0,1,0,0,0,1
15597,1.0,6,176.0,2.0,100,12,30.500000000000004,0,1,0,0,1,0
15598,6.0,5,591.0,76.0,208,5,3370.816666666666,1,1,0,0,1,0
15599,4.0,3,114.0,0.0,114,4,1990.5166666666669,0,1,0,0,0,1
15601,2.0,4,0.0,0.0,199,7,14.516666666666667,0,1,0,0,0,0
15602,5.0,2,162.0,5.0,102,23,363.41666666666674,0,1,0,0,1,0
15603,2.0,3,146.0,23.0,28,4,2788.95,0,1,0,0,1,1
15604,1.0,3,328.0,14.0,16,29,22.48333333333333,0,1,0,0,1,1
15605,4.0,4,90.0,1.0,119,2,0.2833333333333333,0,1,0,0,1,1
15608,3.0,12,60.0,24.0,8,3,29.266666666666666,1,1,0,0,0,0
15613,1.0,5,341.0,0.0,61,16,274.8666666666667,1,0,1,0,0,0
15617,3.0,2,141.0,2.0,219,7,646.3166666666667,0,0,0,1,1,0
15618,4.0,6,175.0,0.0,19,4,25.7,0,1,0,0,0,0
15619,4.0,7,226.0,3.0,70,6,252.88333333333333,1,1,0,0,1,0
15621,2.0,33,457.0,3.0,16,79,6.45,0,1,0,0,1,1
15622,1.0,33,582.0,1.0,41,26,12.366666666666667,1,0,1,0,1,1
15623,4.0,6,331.0,0.0,110,1,236.26666666666668,1,0,1,0,1,0
15627,4.0,5,373.0,2.0,164,11,310.45,0,1,0,0,0,0
15629,3.0,2,152.0,3.0,171,7,1135.4,0,1,0,0,1,1
15630,4.0,6,250.0,27.0,10,3,11.7,0,1,0,0,1,0
15634,1.0,7,0.0,0.0,173,6,176.93333333333337,0,1,0,0,0,0
15636,7.0,3,147.0,1.0,153,7,0.0,0,1,0,0,1,0
15637,3.0,5,160.0,13.0,168,1,1668.3666666666666,0,0,1,0,1,0
15638,2.0,2,126.0,16.0,186,14,1084.45,0,1,0,0,1,1
15639,5.0,3,190.0,0.0,71,12,533.7,0,1,0,0,1,1
15643,1.0,2,717.0,23.0,11,1,674.05,0,0,1,0,1,0
15644,2.0,3,83.0,3.0,223,2,220.66666666666663,1,1,0,0,1,0
15646,2.0,7,72.0,15.0,4,3,6.566666666666666,1,1,0,0,0,1
15647,2.0,10,413.0,0.0,157,7,22.86666666666667,0,1,0,0,1,0
15648,2.0,5,137.0,16.0,8,5,42.66666666666666,0,1,0,0,1,0
15649,1.0,3,164.0,0.0,94,18,978.4333333333336,1,0,1,0,1,0
15651,4.0,3,429.0,7.0,55,3,84.55,1,1,0,0,1,0
15653,4.0,3,76.0,0.0,30,5,2797.016666666667,0,1,0,0,1,1
15655,1.0,2,609.0,3.0,24,3,480.4666666666666,0,1,0,0,1,0
15658,5.0,16,173.0,0.0,43,24,134.38333333333335,1,1,0,0,1,0
15659,3.0,6,75.0,30.0,180,16,367.31666666666666,1,1,0,0,1,0
15660,4.0,10,110.0,0.0,163,4,99.06666666666666,1,1,0,0,0,0
15661,3.0,4,47.0,0.0,18,5,182.96666666666667,0,0,1,0,1,0
15662,4.0,3,201.0,11.0,3,5,12.6,1,1,0,0,1,0
15663,2.0,6,75.0,1.0,177,16,822.9166666666665,1,1,0,0,1,1
15665,4.0,2,197.0,0.0,203,11,1068.1166666666668,0,1,0,0,1,1
15666,6.0,5,201.0,2.0,29,4,673.6666666666666,0,1,0,0,0,0
15667,2.0,3,251.0,0.0,183,7,1280.5833333333333,0,1,0,0,0,0
15670,2.0,5,31.0,17.0,4,4,2.566666666666667,0,1,0,0,1,0
15671,2.0,3,0.0,8.0,209,1,10.15,0,0,1,0,0,1
15672,5.0,13,385.0,1.0,46,1,7.2333333333333325,1,1,0,0,1,0
15674,1.0,29,16.0,15.0,2,2,37.5,1,1,0,0,1,1
15676,1.0,9,98.0,1.0,7,1,0.95,0,0,1,0,1,0
15678,3.0,7,64.0,0.0,3,4,28.316666666666666,0,1,0,0,0,1
15679,2.0,2,412.0,14.0,0,2,36.0,0,1,0,0,0,1
15681,16.0,2,145.0,0.0,38,13,1031.8000000000004,0,0,0,1,1,0
15684,2.0,9,148.0,0.0,155,16,102.71666666666668,0,0,1,0,1,0
15685,6.0,5,286.0,0.0,49,24,49.48333333333333,1,1,0,0,1,1
15686,6.0,5,34.0,0.0,25,5,288.51666666666665,0,1,0,0,1,0
15688,2.0,3,265.0,0.0,206,5,62.58333333333334,0,1,0,0,0,0
15689,1.0,2,523.0,0.0,32,8,30.16666666666667,0,1,0,0,1,1
15690,2.0,10,256.0,2.0,102,6,2.433333333333333,0,0,1,0,1,0
15691,2.0,8,80.0,1.0,15,5,376.16666666666674,1,1,0,0,0,0
15692,1.0,3,337.0,1.0,21,17,118.88333333333334,0,1,0,0,1,1
15695,1.0,18,300.0,2.0,1,8,16.616666666666667,1,1,0,0,0,1
15697,4.0,12,0.0,5.0,169,4,885.8166666666667,0,1,0,0,0,0
15698,2.0,27,516.0,0.0,30,23,33.81666666666667,1,1,0,0,1,1
15699,2.0,8,454.0,0.0,76,7,60.7,0,1,0,0,1,0
15701,1.0,3,304.0,13.0,31,2,237.96666666666667,0,0,1,0,1,0
15709,1.0,3,118.0,17.0,4,3,31.100000000000005,0,1,0,0,1,0
15711,3.0,22,170.0,0.0,202,20,195.65,0,0,0,1,1,0
15712,1.0,4,904.0,72.0,15,2,10.133333333333333,0,1,0,0,1,0
15713,2.0,7,259.0,0.0,146,6,1053.2666666666667,1,0,1,0,0,0
15717,8.0,14,0.0,4.0,55,2,5.466666666666668,1,1,0,0,0,1
15718,4.0,21,248.0,19.0,18,3,19.566666666666666,1,1,0,0,1,0
15720,3.0,4,1077.0,3.0,194,10,1264.2666666666667,0,1,0,0,1,0
15721,2.0,4,926.0,1.0,103,15,490.9500000000001,0,1,0,0,1,0
15724,8.0,5,225.0,0.0,24,5,118.2,0,1,0,0,1,0
15725,8.0,2,95.0,0.0,22,5,0.0,0,1,0,0,1,1
15726,2.0,3,100.0,3.0,164,8,37.7,1,1,0,0,1,0
15728,2.0,5,532.0,20.0,2,4,253.85,0,1,0,0,1,0
15734,3.0,4,138.0,45.0,23,3,28.9,0,1,0,0,1,0
15735,2.0,12,404.0,52.0,74,7,2041.3666666666668,0,1,0,0,1,0
15738,1.0,3,178.0,5.0,78,7,289.06666666666666,1,1,0,0,1,0
15740,1.0,6,309.0,12.0,189,5,25.966666666666665,0,1,0,0,1,0
15742,7.0,2,67.0,0.0,54,6,265.98333333333335,0,1,0,0,1,1
15743,1.0,12,56.0,2.0,9,7,14.25,1,0,0,1,1,1
15744,3.0,2,177.0,2.0,87,2,29.86666666666667,0,1,0,0,1,1
15745,4.0,9,346.0,17.0,21,3,167.08333333333334,1,1,0,0,1,0
15746,5.0,8,102.0,0.0,106,8,1198.3333333333333,0,1,0,0,1,1
15747,4.0,6,72.0,1.0,42,11,198.35,0,1,0,0,1,0
15748,1.0,3,111.0,1.0,37,16,1300.4833333333333,0,1,0,0,1,0
15751,2.0,2,79.0,3.0,9,4,199.83333333333331,0,1,0,0,1,1
15752,1.0,9,376.0,0.0,188,7,26.23333333333333,0,1,0,0,0,1
15754,2.0,3,57.0,0.0,64,1,2.8833333333333333,0,1,0,0,1,1
15755,3.0,4,62.0,0.0,177,8,7.283333333333332,0,1,0,0,0,1
15756,6.0,11,177.0,0.0,180,6,0.016666666666666666,0,1,0,0,0,0
15757,8.0,4,226.0,0.0,23,4,259.93333333333334,0,1,0,0,1,0
15759,2.0,6,0.0,0.0,17,3,12.433333333333335,0,0,1,0,0,0
15762,3.0,3,329.0,0.0,121,14,245.2,0,1,0,0,1,0
15763,1.0,2,600.0,0.0,1,58,57.81666666666667,1,1,0,0,0,1
15766,4.0,10,316.0,7.0,2,3,52.23333333333333,1,1,0,0,1,0
15769,2.0,2,446.0,0.0,3,3,2916.5,0,1,0,0,1,0
15770,4.0,18,345.0,0.0,47,4,660.5833333333334,1,1,0,0,1,0
15771,1.0,5,163.0,0.0,59,19,233.33333333333331,0,0,1,0,1,0
15772,2.0,15,352.0,1.0,7,12,278.2,1,1,0,0,1,1
15776,1.0,3,142.0,0.0,140,3,3174.6,0,1,0,0,0,1
15778,2.0,2,225.0,0.0,135,100,3411.55,0,1,0,0,1,0
15779,8.0,2,316.0,0.0,86,2,2.933333333333333,0,1,0,0,1,0
15781,4.0,2,229.0,0.0,22,4,123.08333333333334,0,1,0,0,1,0
15782,1.0,2,66.0,0.0,3,3,28.216666666666665,0,0,1,0,0,1
15783,1.0,3,26.0,4.0,2,61,16.683333333333334,1,1,0,0,1,1
15784,2.0,6,206.0,24.0,30,3,39.88333333333333,1,0,1,0,0,0
15785,3.0,2,356.0,0.0,110,5,2.2,0,1,0,0,1,1
15787,1.0,15,508.0,2.0,111,6,356.61666666666673,1,0,1,0,1,0
15789,8.0,4,186.0,0.0,245,4,28.65,1,1,0,0,1,1
15792,1.0,2,111.0,9.0,58,4,5893.6,0,0,1,0,1,0
15793,4.0,2,31.0,13.0,0,1,17.01666666666667,0,1,0,0,1,0
15795,1.0,2,131.0,0.0,190,1,459.4,0,0,1,0,1,0
15796,2.0,4,351.0,0.0,101,4,129.75000000000003,1,0,1,0,1,0
15799,1.0,28,154.0,0.0,11,2,29.0,1,0,1,0,0,0
15800,5.0,2,44.0,0.0,139,7,42.11666666666667,0,1,0,0,1,0
15801,8.0,2,91.0,1.0,80,5,1481.4,0,1,0,0,1,0
15803,1.0,16,326.0,3.0,3,7,52.26666666666666,1,0,1,0,1,0
15805,3.0,2,301.0,1.0,197,6,2430.183333333333,0,1,0,0,0,1
15808,4.0,24,332.0,8.0,27,5,214.61666666666667,1,1,0,0,1,1
15810,1.0,2,0.0,0.0,10,10,1405.0166666666669,0,1,0,0,0,0
15811,6.0,2,188.0,0.0,31,4,376.08333333333326,0,1,0,0,1,0
15812,7.0,11,68.0,0.0,32,3,3.850000000000001,1,1,0,0,1,0
15813,4.0,2,77.0,2.0,208,7,1463.9333333333334,0,1,0,0,0,0
15814,2.0,5,111.0,51.0,16,3,0.15,1,0,1,0,0,0
15815,2.0,8,79.0,2.0,42,17,39.53333333333333,0,1,0,0,0,0
15816,2.0,2,198.0,0.0,200,29,628.5,0,1,0,0,0,0
15819,4.0,16,149.0,0.0,1,42,22.41666666666667,1,1,0,0,1,0
15822,3.0,3,410.0,2.0,115,11,178.21666666666667,0,1,0,0,0,0
15832,4.0,19,310.0,1.0,41,3,23.73333333333333,1,1,0,0,0,1
15837,1.0,7,12.0,5.0,5,4,2.816666666666667,1,1,0,0,1,0
15838,2.0,2,235.0,4.0,101,19,2439.2166666666667,0,1,0,0,1,1
15839,4.0,4,0.0,5.0,30,4,10.85,0,1,0,0,0,0
15840,1.0,4,0.0,22.0,13,3,51.31666666666667,1,1,0,0,0,1
15841,2.0,4,231.0,8.0,183,16,17.366666666666667,0,1,0,0,0,0
15842,1.0,3,388.0,2.0,48,91,431.55,0,0,1,0,1,0
15844,2.0,7,349.0,4.0,203,2,22.45,0,1,0,0,1,1
15846,2.0,2,312.0,0.0,126,8,0.5666666666666667,0,1,0,0,1,0
15849,7.0,5,155.0,0.0,40,46,170.4,1,1,0,0,1,1
15853,10.0,2,788.0,0.0,28,5,2275.333333333333,0,1,0,0,0,0
15856,1.0,2,260.0,2.0,134,9,259.25000000000006,0,1,0,0,1,0
15859,4.0,7,522.0,1.0,31,6,943.3666666666667,0,1,0,0,1,0
15861,1.0,14,154.0,1.0,50,30,23.58333333333333,0,1,0,0,1,1
15862,4.0,4,57.0,2.0,17,4,119.58333333333331,0,1,0,0,0,1
15863,5.0,14,296.0,23.0,17,4,29.88333333333333,1,1,0,0,0,0
15864,1.0,33,32.0,13.0,1,1,47.06666666666667,0,1,0,0,1,0
15866,5.0,8,230.0,0.0,17,8,6445.1833333333325,0,1,0,0,0,0
15869,1.0,10,368.0,1.0,13,5,21.75,1,1,0,0,1,0
15870,8.0,2,46.0,0.0,33,4,14.6,0,1,0,0,1,0
15871,3.0,7,256.0,2.0,185,7,115.03333333333332,1,1,0,0,1,0
15873,5.0,16,118.0,26.0,28,4,608.2333333333332,0,1,0,0,1,0
15876,4.0,7,622.0,0.0,73,17,329.31666666666666,1,1,0,0,0,1
15877,4.0,2,18.0,0.0,94,4,621.0333333333333,0,1,0,0,0,1
15878,4.0,2,101.0,0.0,83,2,0.7166666666666667,0,1,0,0,1,0
15879,1.0,3,364.0,0.0,41,25,417.06666666666666,0,0,1,0,1,0
15882,3.0,12,350.0,0.0,139,4,95.58333333333331,1,1,0,0,1,0
15883,1.0,14,506.0,0.0,187,9,39.36666666666667,1,0,1,0,0,0
15884,4.0,2,135.0,2.0,23,4,14.016666666666667,0,1,0,0,1,0
15886,3.0,4,142.0,0.0,138,4,2.533333333333333,1,1,0,0,1,0
15887,2.0,4,142.0,0.0,104,7,1378.333333333333,0,1,0,0,0,1
15888,3.0,8,0.0,1.0,29,3,158.01666666666668,1,1,0,0,0,0
15889,1.0,3,93.0,1.0,21,4,41.46666666666667,0,1,0,0,1,0
15890,2.0,5,51.0,0.0,22,7,0.4166666666666667,0,1,0,0,1,1
15891,3.0,2,134.0,8.0,11,9,546.7166666666667,0,0,1,0,0,1
15896,2.0,4,72.0,0.0,29,4,117.35,0,1,0,0,0,0
15898,8.0,8,104.0,7.0,20,5,214.45,1,1,0,0,1,0
15903,6.0,3,363.0,0.0,146,25,1293.1166666666666,0,1,0,0,1,0
15905,2.0,7,281.0,94.0,19,5,65.11666666666667,1,1,0,0,0,1
15907,1.0,3,342.0,0.0,192,1,4.033333333333334,0,0,1,0,1,0
15910,2.0,4,69.0,0.0,25,7,47.8,0,1,0,0,0,1
15911,1.0,3,340.0,1.0,92,4,24.85,0,0,1,0,1,0
15914,1.0,24,362.0,58.0,12,6,23.966666666666665,1,1,0,0,0,0
15915,2.0,6,208.0,10.0,32,11,1.6166666666666667,0,0,0,1,0,0
15917,1.0,4,180.0,33.0,8,1,868.3833333333333,0,1,0,0,1,1
15918,4.0,6,163.0,0.0,18,8,9.25,0,1,0,0,1,1
15919,1.0,6,138.0,16.0,197,4,978.8666666666667,1,0,1,0,0,0
15922,2.0,2,126.0,1.0,1,2,139.41666666666666,0,0,1,0,0,1
15924,4.0,4,654.0,0.0,83,4,565.8833333333333,0,1,0,0,0,1
15925,6.0,17,35.0,5.0,163,2,677.3166666666667,1,1,0,0,1,0
15927,5.0,3,356.0,16.0,80,2,566.1166666666667,0,1,0,0,0,0
15928,2.0,3,198.0,17.0,172,10,1190.2,0,0,1,0,0,1
15929,4.0,3,321.0,1.0,4,4,5.716666666666668,0,1,0,0,1,1
15931,2.0,3,28.0,1.0,42,19,8.866666666666667,0,1,0,0,1,0
15932,2.0,7,210.0,31.0,190,20,88.0,0,0,1,0,1,0
15934,2.0,3,40.0,11.0,25,7,68.16666666666667,0,1,0,0,1,0
15936,5.0,2,273.0,0.0,199,8,679.5,0,1,0,0,1,0
15937,1.0,3,184.0,4.0,3,3,227.6,1,1,0,0,1,1
15938,2.0,8,50.0,0.0,133,3,520.0166666666668,1,0,1,0,1,0
15940,2.0,6,264.0,0.0,85,2,46.85,1,1,0,0,0,1
15944,3.0,4,178.0,6.0,29,5,110.41666666666669,0,1,0,0,1,1
15945,1.0,8,201.0,3.0,192,1,134.10000000000002,0,0,1,0,1,0
15948,2.0,4,97.0,1.0,7,2,576.3833333333333,0,1,0,0,1,0
15949,2.0,4,0.0,0.0,197,5,283.8333333333333,0,1,0,0,0,0
15955,2.0,6,175.0,1.0,145,3,43.63333333333333,0,0,1,0,0,1
15958,5.0,41,271.0,17.0,9,5,511.6333333333334,1,1,0,0,0,0
15963,4.0,2,186.0,17.0,180,6,83.63333333333334,0,1,0,0,1,0
15964,2.0,6,120.0,5.0,30,8,390.33333333333326,0,1,0,0,0,1
15965,4.0,21,203.0,17.0,53,3,751.3333333333335,1,1,0,0,0,0
15967,2.0,3,61.0,43.0,3,2,423.9333333333333,1,1,0,0,1,0
15968,4.0,3,316.0,41.0,28,4,527.35,1,1,0,0,1,0
15969,4.0,5,159.0,36.0,215,9,1162.8833333333334,0,1,0,0,0,1
15970,8.0,3,92.0,3.0,179,7,1238.7333333333333,0,1,0,0,0,0
15971,6.0,8,109.0,0.0,36,3,9.316666666666666,0,1,0,0,1,0
15972,2.0,40,772.0,0.0,100,2,457.9666666666666,1,0,1,0,1,1
15973,4.0,7,148.0,0.0,29,5,131.10000000000002,0,1,0,0,1,0
15976,3.0,5,120.0,0.0,112,7,0.4,0,1,0,0,1,0
15979,3.0,3,112.0,71.0,14,3,806.2333333333332,1,1,0,0,1,1
15981,4.0,4,203.0,0.0,60,16,199.16666666666663,1,1,0,0,1,1
15982,5.0,14,46.0,0.0,56,11,83.58333333333333,0,1,0,0,0,0
15984,7.0,4,976.0,0.0,79,2,371.4,0,1,0,0,1,0
15991,2.0,3,611.0,159.0,9,1,407.6833333333333,0,1,0,0,1,1
15992,2.0,5,79.0,0.0,65,5,93.86666666666666,1,0,1,0,0,1
15994,4.0,3,0.0,1.0,198,3,38.3,0,1,0,0,0,0
15995,4.0,5,196.0,3.0,89,3,22.05,0,1,0,0,1,1
15998,5.0,4,427.0,0.0,129,4,482.61666666666673,0,1,0,0,1,0
15999,3.0,2,96.0,8.0,2,7,466.86666666666673,0,1,0,0,1,1
16000,5.0,3,130.0,0.0,22,2,35.766666666666666,0,1,0,0,1,1
16002,1.0,8,132.0,12.0,1,3,120.66666666666669,1,0,0,1,0,0
16003,2.0,2,592.0,0.0,27,5,600.7166666666667,0,1,0,0,1,0
16008,2.0,2,41.0,0.0,205,10,74.48333333333333,0,1,0,0,1,1
16012,3.0,3,76.0,9.0,65,6,961.6166666666667,1,1,0,0,1,0
16013,4.0,2,31.0,0.0,28,20,13.316666666666665,0,1,0,0,1,1
16016,2.0,2,148.0,24.0,214,4,2297.433333333333,0,1,0,0,1,0
16017,2.0,17,196.0,2.0,11,3,7.35,1,1,0,0,1,0
16020,6.0,3,711.0,1.0,21,12,743.6166666666667,0,1,0,0,0,0
16023,1.0,4,322.0,2.0,34,31,3.1666666666666665,0,1,0,0,1,1
16024,8.0,17,207.0,4.0,301,6,15043.666666666664,1,1,0,0,0,0
16025,1.0,4,227.0,16.0,5,2,16.56666666666667,1,0,1,0,1,0
16026,6.0,3,202.0,0.0,220,5,3962.400000000001,0,1,0,0,0,0
16027,4.0,5,244.0,0.0,23,9,939.9666666666667,0,1,0,0,0,0
16029,6.0,2,116.0,0.0,24,5,1180.3,0,1,0,0,1,0
16034,4.0,3,53.0,2.0,10,6,76.81666666666666,1,0,1,0,1,0
16036,2.0,3,0.0,1.0,96,2,166.66666666666666,0,0,1,0,0,0
16037,2.0,2,413.0,12.0,16,2,1400.0166666666669,0,1,0,0,1,0
16040,1.0,5,331.0,9.0,3,3,907.8333333333335,0,1,0,0,0,1
16044,5.0,4,976.0,0.0,56,7,161.18333333333334,1,1,0,0,1,0
16049,1.0,3,529.0,0.0,160,25,493.86666666666673,1,1,0,0,1,1
16052,3.0,3,275.0,27.0,28,1,1.75,0,0,0,1,0,1
16054,1.0,2,303.0,0.0,188,28,546.2166666666667,0,0,1,0,1,0
16055,6.0,15,155.0,5.0,27,6,2.0333333333333337,1,1,0,0,1,0
16057,1.0,2,89.0,0.0,44,15,306.56666666666666,0,0,0,1,1,1
16060,2.0,3,140.0,0.0,116,3,341.1,0,1,0,0,0,0
16062,1.0,2,156.0,2.0,2,3,5.683333333333334,0,0,1,0,1,0
16063,7.0,6,44.0,4.0,10,4,7.3,1,1,0,0,1,0
16065,2.0,4,115.0,98.0,203,2,759.1166666666667,1,1,0,0,1,1
16066,6.0,4,275.0,0.0,0,6,413.85,0,1,0,0,1,1
16067,4.0,2,137.0,0.0,22,5,1.5833333333333333,0,1,0,0,1,0
16071,2.0,3,0.0,0.0,10,2,30.950000000000006,0,1,0,0,0,0
16073,5.0,2,83.0,0.0,200,18,51817.1,0,1,0,0,1,1
16075,4.0,2,39.0,0.0,77,5,54.78333333333333,0,1,0,0,1,0
16078,1.0,3,116.0,0.0,170,14,721.3,0,1,0,0,0,0
16079,1.0,3,1209.0,2.0,67,7,1656.416666666667,1,0,1,0,1,1
16081,6.0,2,161.0,3.0,115,16,210.41666666666663,0,1,0,0,1,1
16083,2.0,25,174.0,94.0,74,3,21.83333333333333,1,0,1,0,0,0
16084,1.0,8,355.0,16.0,190,22,9.55,1,0,1,0,0,1
16085,2.0,6,83.0,8.0,5,3,288.78333333333336,1,1,0,0,1,1
16087,4.0,4,172.0,0.0,114,1,549.8333333333334,1,1,0,0,1,0
16088,8.0,6,257.0,1.0,45,2,1541.666666666667,1,1,0,0,1,1
16091,1.0,2,233.0,0.0,47,2,129.36666666666667,0,1,0,0,0,1
16093,1.0,2,186.0,0.0,203,16,13.216666666666667,0,1,0,0,1,0
16094,4.0,7,135.0,0.0,59,1,209.2333333333333,1,1,0,0,0,1
16095,3.0,9,331.0,6.0,40,7,116.75,1,1,0,0,0,0
16099,1.0,5,169.0,15.0,190,10,43.91666666666666,0,1,0,0,1,0
16101,4.0,44,107.0,12.0,20,4,514.0500000000002,1,1,0,0,0,0
16102,1.0,15,78.0,0.0,15,4,576.35,1,0,0,1,1,0
16103,5.0,3,154.0,16.0,58,4,127.73333333333336,1,1,0,0,1,0
16105,4.0,7,114.0,16.0,10,3,734.2666666666668,0,1,0,0,1,0
16106,4.0,7,134.0,1.0,96,2,163.38333333333333,1,1,0,0,1,0
16111,5.0,10,0.0,1.0,32,7,7.2666666666666675,0,1,0,0,0,0
16112,4.0,6,123.0,0.0,96,1,4657.766666666666,0,1,0,0,1,1
16119,7.0,5,240.0,0.0,141,5,11.616666666666667,1,1,0,0,1,0
16121,2.0,3,81.0,2.0,106,8,5041.833333333333,0,1,0,0,1,0
16123,4.0,2,152.0,0.0,20,5,1482.1,0,1,0,0,1,0
16125,2.0,21,72.0,0.0,1,3,539.5000000000001,1,1,0,0,0,0
16128,1.0,26,602.0,1.0,10,12,31.000000000000004,1,1,0,0,1,0
16129,8.0,3,209.0,3.0,216,5,1312.25,0,1,0,0,0,1
16132,2.0,14,229.0,23.0,52,5,414.4666666666666,1,1,0,0,0,1
16134,8.0,2,158.0,0.0,168,6,584.8666666666667,0,1,0,0,1,0
16135,2.0,5,313.0,18.0,31,4,209.01666666666668,0,1,0,0,0,1
16136,6.0,5,43.0,0.0,42,3,0.2833333333333333,0,1,0,0,1,1
16138,3.0,3,283.0,0.0,242,20,359.26666666666665,0,1,0,0,0,1
16141,2.0,3,166.0,113.0,123,10,95.25,1,1,0,0,1,0
16142,2.0,2,176.0,0.0,101,10,1.4166666666666667,0,1,0,0,1,0
16151,2.0,8,87.0,11.0,5,2,5.95,0,1,0,0,0,1
16153,4.0,7,62.0,5.0,347,3,66.30000000000001,0,1,0,0,1,0
16154,4.0,3,26.0,0.0,29,5,306.5,0,1,0,0,1,0
16155,2.0,2,172.0,24.0,1,2,4.066666666666666,0,1,0,0,1,0
16156,1.0,3,510.0,0.0,195,20,405.1833333333333,0,1,0,0,1,1
16159,2.0,2,376.0,52.0,206,12,402.15,0,1,0,0,1,0
16161,4.0,18,218.0,0.0,7,4,3.683333333333333,1,1,0,0,1,0
16162,3.0,3,87.0,0.0,200,1,15.35,0,1,0,0,0,1
16163,2.0,7,187.0,0.0,79,3,2375.4166666666665,0,1,0,0,1,0
16166,3.0,7,215.0,3.0,72,7,145.98333333333332,1,1,0,0,1,0
16169,4.0,5,104.0,124.0,215,10,54.96666666666667,1,1,0,0,1,1
16170,4.0,6,290.0,0.0,34,6,478.56666666666666,0,0,1,0,1,1
16171,5.0,4,129.0,0.0,198,22,637.0666666666667,0,1,0,0,1,0
16172,6.0,3,80.0,2.0,23,5,51.0,0,1,0,0,1,0
16174,1.0,2,81.0,0.0,208,6,4919.05,0,1,0,0,1,0
